TransactionNo,CustomerNo,TotalPrice
580983,16983,18.57
580983,16983,12.38
580983,16983,18.57
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,99.04
580983,16983,12.38
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,24.76
580983,16983,12.38
580983,16983,12.38
580983,16983,12.26
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,99.04
580983,16983,12.08
580983,16983,6.04
580983,16983,42.28
580983,16983,12.08
580983,16983,148.56
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.04
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,123.08
580983,16983,14.48
580983,16983,21.72
580983,16983,7.24
580983,16983,21.72
580983,16983,28.96
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,24.08
580983,16983,6.02
580983,16983,6.02
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,49.52
580983,16983,54.36
580983,16983,6.04
580983,16983,6.19
580983,16983,24.52
580983,16983,12.26
580983,16983,36.78
580983,16983,30.95
580983,16983,123.8
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,30.95
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,129.99
580983,16983,12.38
580983,16983,6.19
580983,16983,7.24
580983,16983,7.24
580983,16983,57.92
580983,16983,7.24
580983,16983,21.72
580983,16983,18.57
580983,16983,6.19
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,18.57
580983,16983,12.38
580983,16983,6.19
580983,16983,55.71
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,54.36
580983,16983,6.04
580983,16983,12.08
580983,16983,6.04
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,99.04
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,80.47
580983,16983,6.19
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,43.33
580983,16983,30.95
580983,16983,86.66
580983,16983,61.9
580983,16983,6.19
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,24.76
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,18.57
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,30.95
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,37.14
580983,16983,12.38
580983,16983,18.57
580983,16983,37.14
580983,16983,6.19
580983,16983,55.71
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,37.14
580983,16983,6.19
580983,16983,6.19
580983,16983,24.76
580983,16983,30.95
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,111.42
580983,16983,6.19
580983,16983,37.14
580983,16983,30.95
580983,16983,12.38
580983,16983,18.57
580983,16983,18.57
580983,16983,6.19
580983,16983,12.38
580983,16983,7.24
580983,16983,21.72
580983,16983,6.13
580983,16983,5.97
580983,16983,5.97
580983,16983,5.97
580983,16983,68.09
580983,16983,37.14
580983,16983,68.09
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,80.47
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.04
580983,16983,12.08
580983,16983,6.04
580983,16983,6.04
580983,16983,6.04
580983,16983,6.04
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,123.8
580983,16983,86.66
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.08
580983,16983,6.04
580983,16983,6.04
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.04
580983,16983,42.28
580983,16983,6.19
580983,16983,37.14
580983,16983,7.24
580983,16983,7.24
580983,16983,28.96
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,21.72
580983,16983,7.24
580983,16983,14.48
580983,16983,14.48
580983,16983,7.24
580983,16983,14.48
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,28.96
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,43.44
580983,16983,14.48
580983,16983,115.84
580983,16983,253.4
580983,16983,28.96
580983,16983,101.36
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,43.44
580983,16983,21.72
580983,16983,28.96
580983,16983,57.92
580983,16983,57.92
580983,16983,36.2
580983,16983,21.72
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,12.08
580983,16983,6.04
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,30.95
580983,16983,12.38
580983,16983,12.38
580983,16983,6.19
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,86.66
580983,16983,37.14
580983,16983,36.2
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,7.24
580983,16983,28.96
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,37.14
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,24.76
580983,16983,24.76
580983,16983,12.38
580983,16983,49.52
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,30.95
580983,16983,6.19
580983,16983,74.28
580983,16983,37.14
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,111.42
580983,16983,6.19
580983,16983,24.76
580983,16983,12.38
580983,16983,6.19
580983,16983,74.28
580983,16983,18.57
580983,16983,6.19
580983,16983,18.57
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,28.96
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,18.12
580983,16983,191.89
580983,16983,18.57
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.04
580983,16983,6.04
580983,16983,6.04
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,37.14
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,24.76
580983,16983,6.19
580983,16983,12.26
580983,16983,6.13
580983,16983,6.13
580983,16983,24.52
580983,16983,12.38
580983,16983,21.72
580983,16983,14.48
580983,16983,7.24
580983,16983,43.44
580983,16983,46.02
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,7.24
580983,16983,14.48
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,7.24
580983,16983,28.96
580983,16983,14.48
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,7.24
580983,16983,21.72
580983,16983,7.24
580983,16983,7.24
580983,16983,12.38
580983,16983,12.38
580983,16983,68.09
580983,16983,6.19
580983,16983,30.95
580983,16983,6.19
580983,16983,24.76
580983,16983,12.08
580983,16983,6.04
580983,16983,12.08
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,37.14
580983,16983,18.57
580983,16983,6.19
580983,16983,24.76
580983,16983,12.38
580983,16983,6.19
580983,16983,18.57
580983,16983,30.95
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.04
580983,16983,12.38
580983,16983,30.65
580983,16983,6.13
580983,16983,12.26
580983,16983,12.38
580983,16983,12.38
580983,16983,6.19
580983,16983,7.24
580983,16983,7.24
580983,16983,14.48
580983,16983,7.24
580983,16983,36.2
580983,16983,18.57
580983,16983,6.19
580983,16983,6.13
580983,16983,12.38
580983,16983,30.2
580983,16983,12.08
580983,16983,12.08
580983,16983,18.12
580983,16983,18.12
580983,16983,6.04
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,61.9
580983,16983,6.19
580983,16983,18.57
580983,16983,18.57
580983,16983,12.38
580983,16983,43.33
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,37.14
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,18.12
580983,16983,12.38
580983,16983,74.28
580983,16983,24.76
580983,16983,37.14
580983,16983,6.19
580983,16983,37.14
580983,16983,18.57
580983,16983,30.95
580983,16983,24.76
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,49.52
580983,16983,12.38
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,18.57
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,6.19
580983,16983,6.19
580983,16983,18.57
580983,16983,6.19
580983,16983,6.04
580983,16983,43.44
580983,16983,6.19
580983,16983,12.38
580983,16983,12.38
580983,16983,18.57
580983,16983,37.14
580983,16983,18.57
580983,16983,43.33
580983,16983,24.76
580983,16983,21.72
580983,16983,7.24
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,6.19
580983,16983,12.38
580983,16983,49.52
580984,16711,891.36
580984,16711,297.12
580984,16711,396.16
580984,16711,396.16
580984,16711,148.56
580985,17389,396.16
580985,17389,371.4
580985,17389,297.12
580985,17389,390.96
580985,17389,390.96
580985,17389,43.44
580985,17389,43.44
580985,17389,217.2
580985,17389,304.08
580985,17389,1346.64
580985,17389,1737.6
580985,17389,477.84
580985,17389,43.44
580985,17389,1042.56
580985,17389,86.88
580985,17389,304.08
580985,17389,724
580986,12650,86.88
580986,12650,173.76
580986,12650,86.88
580986,12650,147.12
580986,12650,73.56
580986,12650,147.12
580986,12650,144.96
580986,12650,74.28
580986,12650,37.14
580986,12650,37.14
580986,12650,61.9
580986,12650,61.9
580986,12650,74.28
580986,12650,74.28
580986,12650,74.28
580986,12650,74.28
580986,12650,74.28
580986,12650,49.52
580986,12650,37.14
580987,17389,594.24
580988,18154,74.28
580988,18154,74.28
580988,18154,49.52
580988,18154,49.52
580988,18154,12.38
580988,18154,74.28
580988,18154,74.28
580988,18154,74.28
580988,18154,74.28
580988,18154,74.28
580992,14282,61.9
580992,14282,61.9
580992,14282,61.9
580992,14282,61.9
580992,14282,61.9
580992,14282,61.9
580993,13323,297.12
580993,13323,49.52
580993,13323,24.76
580993,13323,24.76
580996,14578,445.68
580996,14578,43.33
580996,14578,12.38
580996,14578,12.38
580996,14578,37.14
580996,14578,12.38
580996,14578,222.84
580996,14578,12.38
580996,14578,123.8
580996,14578,297.12
580996,14578,6.19
580996,14578,6.19
580996,14578,6.19
580996,14578,6.19
580996,14578,6.19
580996,14578,148.56
580996,14578,6.19
580996,14578,12.38
580996,14578,12.08
580996,14578,6.04
580996,14578,6.19
580996,14578,6.19
580996,14578,12.08
580996,14578,24.76
580997,15023,12.38
580997,15023,18.57
580997,15023,6.19
580997,15023,6.19
580997,15023,7.24
580997,15023,7.24
580997,15023,7.24
580997,15023,7.24
580997,15023,7.24
580997,15023,14.48
580997,15023,14.48
580997,15023,21.72
580997,15023,21.72
580997,15023,21.72
580997,15023,28.96
580997,15023,21.72
580997,15023,21.72
580997,15023,21.72
580997,15023,21.72
580997,15023,21.72
580997,15023,21.72
580997,15023,14.48
580997,15023,21.72
580997,15023,7.24
580997,15023,14.48
580997,15023,28.96
580997,15023,28.96
580997,15023,12.38
580997,15023,37.14
580997,15023,37.14
580997,15023,74.28
580997,15023,185.7
580997,15023,37.14
580997,15023,74.28
580997,15023,37.14
580997,15023,37.14
580997,15023,37.14
580997,15023,37.14
580997,15023,24.76
580997,15023,74.28
580997,15023,12.38
580997,15023,37.14
580997,15023,24.76
580997,15023,37.14
580997,15023,68.09
580997,15023,37.14
580997,15023,24.76
580997,15023,24.76
580997,15023,37.14
580997,15023,37.14
580997,15023,18.57
580997,15023,18.57
580997,15023,61.9
580997,15023,18.57
580997,15023,18.57
580997,15023,24.76
580997,15023,18.57
580997,15023,18.57
580997,15023,18.57
580997,15023,18.57
580997,15023,37.14
580997,15023,37.14
580997,15023,37.14
580997,15023,37.14
580997,15023,18.57
580997,15023,18.57
580997,15023,18.57
580997,15023,24.76
580997,15023,18.57
580997,15023,74.28
580997,15023,18.57
580998,16987,24.76
580998,16987,24.76
580998,16987,74.28
580998,16987,49.52
580998,16987,12.38
580998,16987,6.19
580998,16987,43.44
580998,16987,14.48
580998,16987,14.48
580998,16987,21.72
580998,16987,36.2
580998,16987,7.24
580998,16987,14.48
580998,16987,36.2
580998,16987,21.72
580998,16987,21.72
580998,16987,28.96
580998,16987,21.72
580998,16987,12.38
580998,16987,6.19
580998,16987,6.19
580998,16987,6.19
580999,17883,6.19
580999,17883,24.76
580999,17883,6.19
580999,17883,6.19
580999,17883,12.38
580999,17883,6.19
580999,17883,6.19
580999,17883,6.19
580999,17883,6.19
580999,17883,12.38
580999,17883,12.38
580999,17883,74.28
580999,17883,24.76
580999,17883,24.76
580999,17883,24.76
580999,17883,12.38
580999,17883,123.8
580999,17883,12.38
580999,17883,6.19
580999,17883,6.19
580999,17883,61.9
580999,17883,80.47
580999,17883,37.14
580999,17883,6.19
580999,17883,37.14
580999,17883,12.38
580999,17883,18.57
580999,17883,24.76
580999,17883,6.19
580999,17883,6.19
580999,17883,74.28
580999,17883,6.19
580999,17883,37.14
580999,17883,30.95
580999,17883,37.14
580999,17883,6.19
580999,17883,18.57
580999,17883,6.19
580999,17883,37.14
580999,17883,12.38
580999,17883,12.38
580999,17883,18.57
580999,17883,6.19
580999,17883,12.08
580999,17883,6.04
580999,17883,30.95
580999,17883,37.14
C580740,12479,-99.04
C580740,12479,-74.28
C580741,17659,-12.38
C580741,17659,-7.24
C580747,17611,-7.24
C580749,18167,-86.88
C580749,18167,-43.44
C580751,12921,-14.48
C580751,12921,-72.4
C580761,17528,-7.24
C580761,17528,-7.24
C580761,17528,-7.24
C580762,14543,-7.24
C580762,14543,-12.38
C580762,14543,-6.19
C580762,14543,-6.19
C580764,14562,-74.28
C580764,14562,-74.28
C580766,14562,-6.19
C580766,14562,-6.19
C580766,14562,-6.19
C580766,14562,-6.19
C580767,14655,-6.19
C580768,13914,-6.19
C580769,14869,-6.04
C580770,13255,-18.57
C580773,16523,-123.8
C580805,16764,-6.19
C580821,13098,-30.95
C580826,17490,-6.02
C580826,17490,-191.89
C580832,12753,-6.19
C580832,12753,-18.57
C580832,12753,-18.57
C580832,12753,-12.38
C580832,12753,-92.85
C580832,12753,-105.23
C580832,12753,-43.33
C580832,12753,-6.19
C580886,15311,-30.95
C580912,12989,-148.56
C580913,17857,-742.8
C580917,13362,-6.19
C580917,13362,-6.19
C580917,13362,-6.19
C580918,16779,-148.56
C580919,16571,-24.76
C580919,16571,-12.38
C580919,16571,-12.38
C580919,16571,-6.19
C580919,16571,-37.14
C580919,16571,-6.19
C580919,16571,-49.52
C580919,16571,-6.19
C580919,16571,-6.19
C580919,16571,-6.19
C580954,12967,-198.08
C580954,12967,-37.14
C580954,12967,-259.98
C580954,12967,-24.76
C580954,12967,-154.75
C580954,12967,-181
C580954,12967,-36.2
C580954,12967,-115.84
C580954,12967,-108.6
C580954,12967,-28.96
C580954,12967,-36.2
C580954,12967,-43.44
C580954,12967,-65.16
C580966,16554,-86.88
C580966,16554,-7.24
C580966,16554,-14.48
C580966,16554,-173.76
C580966,16554,-21.72
C580966,16554,-28.96
C580966,16554,-28.96
C580966,16554,-36.2
C580966,16554,-28.96
C580966,16554,-28.96
C580968,15622,-14.48
C580968,15622,-28.96
C580968,15622,-28.96
C580968,15622,-21.72
C580968,15622,-37.14
C580968,15622,-24.76
C580968,15622,-37.14
C580968,15622,-37.14
C580968,15622,-37.14
C580968,15622,-6.19
C580968,15622,-74.28
C580968,15622,-12.38
C580968,15622,-144.8
C580968,15622,-144.8
C580968,15622,-72.4
C580970,15814,-37.14
C580971,14298,-222.84
C580971,14298,-222.84
C580971,14298,-1547.5
C580989,12709,-6.19
580730,15730,44.37
580730,15730,44.37
580730,15730,61.42
580730,15730,27.3
580730,15730,27.3
580730,15730,27.3
580730,15730,109.2
580730,15730,27.3
580730,15730,27.3
580730,15730,51.16
580730,15730,71.61
580730,15730,23.87
580730,15730,23.02
580730,15730,23.02
580730,15730,23.02
580730,15730,23.02
580730,15730,42.62
580730,15730,21.31
580730,15730,21.31
580730,15730,21.31
580730,15730,42.62
580730,15730,21.31
580730,15730,42.62
580730,15730,21.31
580730,15730,21.31
580730,15730,63.93
580730,15730,20.46
580538,14075,297.12
580538,14075,120.8
580538,14075,144.96
580538,14075,148.56
580538,14075,37.14
580538,14075,297.12
580538,14075,49.52
580538,14075,148.56
580539,18180,24.76
580539,18180,24.76
580539,18180,24.76
580539,18180,18.57
580539,18180,49.52
580539,18180,49.52
580539,18180,72.48
580539,18180,36.24
580539,18180,217.44
580539,18180,144.96
580539,18180,24.76
580539,18180,24.76
580539,18180,148.56
580539,18180,148.56
580539,18180,148.56
580539,18180,74.28
580539,18180,74.28
580539,18180,74.28
580539,18180,74.28
580539,18180,74.28
580539,18180,73.56
580539,18180,36.78
580540,13417,73.56
580540,13417,74.28
580540,13417,37.14
580540,13417,24.76
580540,13417,18.57
580540,13417,18.57
580540,13417,18.57
580540,13417,74.28
580540,13417,24.76
580540,13417,24.76
580540,13417,37.14
580540,13417,6.19
580540,13417,24.76
580540,13417,28.96
580540,13417,14.48
580540,13417,14.48
580540,13417,14.48
580540,13417,43.44
580541,15358,144.8
580541,15358,173.76
580541,15358,43.44
580541,15358,86.88
580541,15358,86.88
580541,15358,181
580541,15358,86.88
580541,15358,115.84
580541,15358,43.44
580541,15358,28.96
580541,15358,57.92
580541,15358,86.88
580541,15358,86.88
580541,15358,86.88
580541,15358,86.88
580541,15358,181
580541,15358,181
580541,15358,181
580541,15358,181
580541,15358,86.88
580541,15358,74.28
580541,15358,74.28
580541,15358,74.28
580541,15358,37.14
580541,15358,74.28
580541,15358,74.28
580541,15358,37.14
580541,15358,24.76
580541,15358,49.52
580541,15358,74.28
580541,15358,73.56
580541,15358,73.56
580541,15358,18.39
580541,15358,36.78
580541,15358,154.75
580541,15358,36.78
580541,15358,37.14
580541,15358,74.28
580541,15358,61.9
580541,15358,147.12
580541,15358,73.56
580541,15358,74.28
580541,15358,49.52
580541,15358,18.57
580541,15358,37.14
580541,15358,148.56
580541,15358,37.14
580541,15358,49.52
580541,15358,12.38
580541,15358,49.52
580541,15358,49.52
580541,15358,37.14
580541,15358,74.28
580542,15358,37.14
580542,15358,37.14
580542,15358,37.14
580543,18223,148.56
580543,18223,49.52
580543,18223,148.56
580543,18223,74.28
580543,18223,74.28
580543,18223,74.28
580543,18223,37.14
580543,18223,37.14
580543,18223,49.52
580543,18223,49.52
580543,18223,37.14
580543,18223,74.28
580543,18223,74.28
580543,18223,148.56
580543,18223,74.28
580543,18223,74.28
580543,18223,99.04
580543,18223,99.04
580543,18223,61.3
580543,18223,73.56
580543,18223,74.28
580543,18223,74.28
580543,18223,61.9
580544,15156,74.28
580544,15156,74.28
580544,15156,74.28
580544,15156,74.28
580544,15156,74.28
580544,15156,148.56
580544,15156,18.57
580544,15156,74.28
580544,15156,37.14
580544,15156,24.76
580544,15156,37.14
580544,15156,37.14
580544,15156,37.14
580544,15156,35.82
580544,15156,35.82
580544,15156,71.64
580544,15156,71.64
580544,15156,36.24
580544,15156,36.24
580544,15156,74.28
580544,15156,6.19
580544,15156,12.38
580544,15156,148.56
580544,15156,74.28
580544,15156,74.28
580545,12782,74.28
580545,12782,12.26
580545,12782,73.56
580545,12782,18.57
580545,12782,74.28
580545,12782,37.14
580545,12782,12.38
580545,12782,173.76
580545,12782,86.88
580545,12782,86.88
580545,12782,61.3
580545,12782,61.9
580545,12782,61.9
580548,12569,12.26
580548,12569,12.26
580548,12569,12.38
580550,13126,148.56
580550,13126,74.28
580550,13126,148.56
580550,13126,74.28
580550,13126,49.52
580550,13126,148.56
580550,13126,99.04
580550,13126,148.56
580550,13126,49.04
580550,13126,99.04
580550,13126,74.28
580550,13126,74.28
580550,13126,24.76
580550,13126,49.52
580550,13126,49.52
580550,13126,37.14
580550,13126,148.56
580550,13126,74.28
580550,13126,74.28
580550,13126,49.52
580550,13126,74.28
580550,13126,74.28
580550,13126,74.28
580550,13126,74.28
580550,13126,74.28
580550,13126,74.28
580550,13126,37.14
580550,13126,74.28
580550,13126,371.4
580550,13126,148.56
580552,15572,148.56
580552,15572,37.14
580552,15572,74.28
580552,15572,6.19
580552,15572,6.19
580552,15572,12.38
580552,15572,61.9
580552,15572,24.76
580552,15572,99.04
580552,15572,111.42
580553,12646,99.04
580553,12646,99.04
580553,12646,99.04
580553,12646,99.04
580553,12646,99.04
580553,12646,49.52
580553,12646,49.04
580553,12646,49.04
580553,12646,49.04
580553,12646,148.56
580553,12646,441.36
580553,12646,73.56
580553,12646,74.28
580553,12646,74.28
580553,12646,99.04
580553,12646,99.04
580553,12646,99.04
580553,12646,99.04
580553,12646,441.36
580553,12646,73.56
580553,12646,98.08
580554,17402,495.2
580554,17402,49.52
580555,14911,24.76
580555,14911,24.76
580555,14911,74.28
580555,14911,73.56
580555,14911,73.56
580555,14911,98.08
580555,14911,198.08
580555,14911,74.28
580555,14911,74.28
580555,14911,12.38
580555,14911,12.38
580555,14911,396.16
580556,16513,173.76
580556,16513,144.8
580557,14911,86.88
580557,14911,86.88
580557,14911,61.36
580557,14911,14.48
580558,14931,43.44
580558,14931,43.44
580558,14931,28.96
580558,14931,173.76
580558,14931,144.8
580559,15628,181
580559,15628,14.48
580559,15628,92.04
580559,15628,86.88
580559,15628,57.92
580559,15628,21.72
580559,15628,86.88
580559,15628,86.88
580559,15628,72.4
580595,14194,14.48
580595,14194,28.96
580595,14194,21.72
580595,14194,28.96
580595,14194,260.64
580595,14194,72.4
580595,14194,173.76
580595,14194,24.76
580595,14194,74.28
580595,14194,74.28
580595,14194,24.76
580595,14194,74.28
580595,14194,48.32
580595,14194,74.28
580595,14194,74.28
580595,14194,74.28
580595,14194,18.39
580595,14194,72.4
580595,14194,61.9
580595,14194,60.4
580595,14194,61.9
580595,14194,72.4
580596,15392,148.56
580596,15392,73.56
580596,15392,220.68
580596,15392,36.78
580596,15392,73.56
580596,15392,36.78
580596,15392,148.56
580596,15392,74.28
580596,15392,72.48
580596,15392,144.96
580596,15392,48.32
580596,15392,37.14
580596,15392,6.04
580596,15392,72.48
580596,15392,72.48
580598,17526,297.12
580598,17526,297.12
580598,17526,12.26
580598,17526,49.04
580598,17526,12.26
580598,17526,153.25
580598,17526,37.14
580598,17526,153.25
580598,17526,36.78
580599,12925,37.14
580599,12925,74.28
580599,12925,74.28
580599,12925,74.28
580599,12925,43.44
580599,12925,43.44
580599,12925,86.88
580599,12925,347.52
580599,12925,86.88
580599,12925,86.88
580599,12925,86.88
580599,12925,86.88
580599,12925,72.48
580599,12925,74.28
580599,12925,74.28
580599,12925,74.28
580599,12925,148.56
580599,12925,73.56
580599,12925,73.56
580599,12925,73.56
580599,12925,73.56
580600,12841,18.57
580600,12841,18.06
580600,12841,24.08
580600,12841,24.08
580600,12841,24.76
580600,12841,6.19
580600,12841,24.76
580600,12841,18.57
580600,12841,24.76
580600,12841,18.57
580600,12841,37.14
580600,12841,24.76
580600,12841,74.28
580600,12841,222.84
580600,12841,24.76
580600,12841,12.38
580600,12841,12.38
580600,12841,6.19
580600,12841,6.19
580600,12841,6.19
580600,12841,6.19
580600,12841,12.38
580600,12841,148.56
580600,12841,12.26
580600,12841,12.26
580600,12841,24.52
580600,12841,36.78
580600,12841,24.76
580601,12841,24.76
580602,16149,148.56
580602,16149,61.56
580602,16149,123.12
580602,16149,86.88
580602,16149,57.92
580602,16149,347.52
580602,16149,86.88
580603,16642,86.88
580603,16642,260.64
580603,16642,368.16
580603,16642,72.4
580603,16642,362
580603,16642,86.88
580603,16642,86.88
580603,16642,86.88
580603,16642,43.44
580603,16642,43.44
580603,16642,86.88
580603,16642,86.88
580603,16642,86.88
580603,16642,86.88
580603,16642,86.88
580603,16642,260.64
580603,16642,173.76
580603,16642,86.88
580603,16642,86.88
580606,15290,86.88
580606,15290,144.8
580607,15290,260.64
580607,15290,86.88
580607,15290,347.52
580607,15290,43.44
580607,15290,130.32
580607,15290,130.32
580607,15290,130.32
580608,16811,21.72
580608,16811,86.88
580608,16811,28.96
580608,16811,86.88
580608,16811,86.88
580608,16811,86.88
580608,16811,36.2
580608,16811,86.88
580608,16811,14.48
580608,16811,76.7
580610,12610,6.13
580610,12610,6.13
